,name,rtg,team,dep,week,att,yds,td,tgts,rec,rec yds,rec td,opponent
1107,Sony Michel,82,NE,1.0,16,10.0,69.0,0,0.0,0.0,0.0,0,BUF
1108,James White,81,NE,1.0,16,4.0,14.0,0,3.0,3.0,23.0,0,BUF
1109,Mike Boone,67,MIN,4.0,16,1.0,4.0,1,0.0,0.0,0.0,0,NO
1110,Frank Gore,79,NYJ,1.0,16,14.0,48.0,0,1.0,1.0,5.0,0,CLE
1111,Darrell Henderson,73,LAR,1.0,16,12.0,62.0,0,0.0,0.0,0.0,0,SEA
1112,Jerick McKinnon,75,SF,3.0,16,1.0,4.0,0,4.0,3.0,28.0,0,ARI
1113,Ito Smith,80,ATL,3.0,16,10.0,46.0,0,1.0,1.0,5.0,0,KC
1114,Le'Veon Bell,79,KC,2.0,16,7.0,30.0,0,3.0,1.0,9.0,0,ATL
1115,Kalen Ballage,67,NYJ,4.0,16,4.0,14.0,0,3.0,2.0,12.0,0,CLE
1116,Malcolm Brown,70,LAR,2.0,16,7.0,27.0,0,3.0,1.0,8.0,0,SEA
1117,Royce Freeman,75,DEN,2.0,16,2.0,16.0,0,2.0,2.0,7.0,0,LAC
1118,Devontae Booker,71,LV,2.0,16,6.0,11.0,0,2.0,2.0,8.0,0,MIA
1119,JJ Taylor,67,NE,3.0,16,6.0,38.0,0,0.0,0.0,0.0,0,BUF
1120,Kerryon Johnson,76,DET,2.0,16,0.0,0.0,0,2.0,2.0,17.0,0,TB
1121,Carlos Hyde,79,SEA,2.0,16,2.0,8.0,0,1.0,1.0,18.0,0,LAR
1122,Jalen Richard,77,LV,3.0,16,2.0,19.0,0,1.0,1.0,4.0,0,MIA
1123,Tony Pollard,79,DAL,2.0,16,9.0,12.0,0,2.0,1.0,8.0,0,PHI
1124,Chase Edmonds,79,ARI,2.0,16,0.0,0.0,0,3.0,2.0,8.0,0,SF
1125,LeVante Bellamy,67,DEN,3.0,16,3.0,11.0,0,1.0,1.0,5.0,0,LAC
1126,Alfred Morris,74,NYG,3.0,16,3.0,4.0,0,1.0,1.0,9.0,0,BAL
1127,Boston Scott,70,PHI,2.0,16,2.0,17.0,0,0.0,0.0,0.0,0,DAL
1128,Craig Reynolds,77,JAX,5.0,16,1.0,4.0,0,1.0,1.0,3.0,0,CHI
1129,Jeremy McNichols,69,TEN,2.0,16,0.0,0.0,0,1.0,1.0,6.0,0,GB
1130,Dion Lewis,76,NYG,2.0,16,1.0,15.0,0,0.0,0.0,0.0,0,BAL
1131,LeSean McCoy,83,TB,2.0,16,0.0,0.0,0,1.0,1.0,5.0,0,DET
1132,Devine Ozigbo,67,JAX,3.0,16,1.0,1.0,0,1.0,1.0,3.0,0,CHI
1133,Ty Johnson,67,NYJ,1.0,16,2.0,13.0,0,0.0,0.0,0.0,0,CLE
1134,Tevin Coleman,85,SF,2.0,16,2.0,3.0,0,1.0,1.0,0.0,0,ARI
1135,Salvon Ahmed,67,MIA,3.0,16,6.0,2.0,0,1.0,1.0,1.0,0,LV
1136,Ameer Abdullah,67,MIN,3.0,16,1.0,13.0,0,1.0,0.0,0.0,0,NO
1137,Adrian Peterson,76,DET,1.0,16,4.0,10.0,0,0.0,0.0,0.0,0,TB
1138,Peyton Barber,73,WAS,1.0,16,1.0,10.0,0,0.0,0.0,0.0,0,CAR
1139,Rashaad Penny,79,SEA,3.0,16,3.0,9.0,0,0.0,0.0,0.0,0,LAR
1140,Jordan Howard,78,MIA,1.0,16,3.0,8.0,0,0.0,0.0,0.0,0,LV
1141,Trayveon Williams,67,CIN,3.0,16,2.0,6.0,0,0.0,0.0,0.0,0,HOU
1142,Justin Jackson,73,LAC,2.0,16,2.0,4.0,0,0.0,0.0,0.0,0,DEN
1143,Darrynton Evans,71,TEN,5.0,16,1.0,3.0,0,2.0,0.0,0.0,0,GB
